stress_level,method,seed,rows,success,invalid_plan,collision_trap,support_failure,topology_f1,missed_change_fn,false_topology_alarm,detection_latency,replan_cost,topology_risk_ece,utility,regret
0.00000,conformal_topology_risk_filter,7,288,0.56944,0.13194,0.04861,0.00694,0.51741,0.61765,0.08553,0.53187,0.19105,0.20766,0.23149,0.34722
0.00000,conformal_topology_risk_filter,8,288,0.61111,0.16319,0.03472,0.00694,0.50794,0.61905,0.09259,0.53187,0.19105,0.22068,0.25958,0.29514
0.00000,conformal_topology_risk_filter,9,288,0.62500,0.14583,0.05903,0.03819,0.53456,0.60811,0.07857,0.53187,0.19105,0.25682,0.22927,0.30208
0.00000,dynamic_scene_graph_transformer_proxy,0,288,0.62153,0.15972,0.04861,0.01736,0.53023,0.58088,0.14474,0.51807,0.15010,0.24211,0.25784,0.29861
0.00000,dynamic_scene_graph_transformer_proxy,1,288,0.70486,0.11111,0.06944,0.02083,0.55856,0.56028,0.12925,0.51807,0.15010,0.20882,0.35954,0.21528
0.00000,dynamic_scene_graph_transformer_proxy,2,288,0.61806,0.13889,0.04861,0.02083,0.53153,0.55303,0.19872,0.51807,0.15010,0.22032,0.26489,0.31944
0.00000,dynamic_scene_graph_transformer_proxy,3,288,0.59722,0.14583,0.05208,0.01389,0.61111,0.48438,0.13750,0.51807,0.15010,0.22452,0.24604,0.31250
0.00000,dynamic_scene_graph_transformer_proxy,4,288,0.63194,0.09028,0.07639,0.02083,0.57642,0.53846,0.13793,0.51807,0.15010,0.20281,0.29711,0.28125
0.00000,dynamic_scene_graph_transformer_proxy,5,288,0.66319,0.11458,0.03125,0.00694,0.55300,0.55556,0.14379,0.51807,0.15010,0.18132,0.37503,0.27083
0.00000,dynamic_scene_graph_transformer_proxy,6,288,0.61806,0.12500,0.05556,0.01389,0.53226,0.56000,0.23188,0.51807,0.15010,0.22037,0.27607,0.29861
0.00000,dynamic_scene_graph_transformer_proxy,7,288,0.64931,0.12500,0.06597,0.02431,0.57143,0.50388,0.19497,0.51807,0.15010,0.22085,0.28399,0.26736
0.00000,dynamic_scene_graph_transformer_proxy,8,288,0.65625,0.12153,0.05556,0.01042,0.60185,0.47581,0.16463,0.51807,0.15010,0.19696,0.32434,0.25000
0.00000,dynamic_scene_graph_transformer_proxy,9,288,0.63194,0.12500,0.07292,0.01736,0.49550,0.57364,0.23899,0.51807,0.15010,0.21632,0.26086,0.29514
0.00000,neural_tamp_replanner,0,288,0.69444,0.13889,0.03819,0.01736,0.53394,0.57554,0.15436,0.48747,0.15885,0.19027,0.36329,0.22569
0.00000,neural_tamp_replanner,1,288,0.69097,0.09028,0.04167,0.01042,0.58824,0.49219,0.17500,0.48747,0.15885,0.15155,0.40583,0.22917
0.00000,neural_tamp_replanner,2,288,0.66319,0.13889,0.03472,0.00694,0.59389,0.50365,0.15894,0.48747,0.15885,0.19529,0.34670,0.27431
0.00000,neural_tamp_replanner,3,288,0.69097,0.14583,0.02778,0.00000,0.63717,0.45865,0.13548,0.48747,0.15885,0.18973,0.38572,0.21875
0.00000,neural_tamp_replanner,4,288,0.72222,0.09722,0.03125,0.03472,0.57983,0.52740,0.16197,0.48747,0.15885,0.18271,0.42111,0.19097
0.00000,neural_tamp_replanner,5,288,0.64236,0.09722,0.01389,0.01736,0.57384,0.52778,0.17361,0.48747,0.15885,0.15343,0.37993,0.29167
0.00000,neural_tamp_replanner,6,288,0.63542,0.10764,0.04167,0.01736,0.56000,0.53333,0.17647,0.48747,0.15885,0.17761,0.32711,0.28125
0.00000,neural_tamp_replanner,7,288,0.69444,0.12847,0.03472,0.01736,0.58577,0.50704,0.18493,0.48747,0.15885,0.18822,0.37503,0.22222
0.00000,neural_tamp_replanner,8,288,0.68056,0.12500,0.03125,0.02778,0.57143,0.53846,0.15172,0.48747,0.15885,0.19321,0.36097,0.22569
0.00000,neural_tamp_replanner,9,288,0.70139,0.15278,0.03472,0.00694,0.57273,0.50394,0.18634,0.48747,0.15885,0.20177,0.36795,0.22569
0.00000,oracle_topology_planner,0,288,0.92014,0.01042,0.00347,0.00347,0.88031,0.20833,0.00694,0.31347,0.15590,0.02766,0.80477,0.00000
0.00000,oracle_topology_planner,1,288,0.92014,0.00694,0.00694,0.00000,0.86719,0.21831,0.02055,0.31347,0.15590,0.02476,0.80613,0.00000
0.00000,oracle_topology_planner,2,288,0.93750,0.00347,0.00000,0.00000,0.91556,0.14167,0.01190,0.31347,0.15590,0.01441,0.83609,0.00000
0.00000,oracle_topology_planner,3,288,0.90972,0.02778,0.00000,0.00347,0.88060,0.20270,0.01429,0.31347,0.15590,0.03998,0.78158,0.00000
0.00000,oracle_topology_planner,4,288,0.91319,0.02083,0.00694,0.00347,0.85356,0.25000,0.00658,0.31347,0.15590,0.03711,0.78359,0.00000
0.00000,oracle_topology_planner,5,288,0.93403,0.00347,0.00694,0.00000,0.87912,0.21569,0.00000,0.31347,0.15590,0.02184,0.82519,0.00000
0.00000,oracle_topology_planner,6,288,0.91667,0.01389,0.00694,0.00694,0.87705,0.21324,0.00658,0.31347,0.15590,0.03379,0.79002,0.00000
0.00000,oracle_topology_planner,7,288,0.91667,0.01042,0.00694,0.00347,0.84874,0.25735,0.00658,0.31347,0.15590,0.03117,0.79696,0.00000
0.00000,oracle_topology_planner,8,288,0.90625,0.01389,0.00347,0.01389,0.84647,0.25547,0.01325,0.31347,0.15590,0.04047,0.77602,0.00000
0.00000,oracle_topology_planner,9,288,0.92708,0.00694,0.01042,0.00000,0.86777,0.22794,0.00658,0.31347,0.15590,0.02479,0.80998,0.00000
0.00000,particle_filter_topology_belief_mpc,0,288,0.70486,0.04861,0.02778,0.00694,0.64286,0.45455,0.12821,0.48887,0.16690,0.09982,0.48208,0.21528
0.00000,particle_filter_topology_belief_mpc,1,288,0.65278,0.06250,0.03125,0.01042,0.65339,0.42254,0.18493,0.48887,0.16690,0.11565,0.40444,0.26736
0.00000,particle_filter_topology_belief_mpc,2,288,0.65278,0.07639,0.01736,0.02083,0.64681,0.44526,0.14570,0.48887,0.16690,0.12692,0.40080,0.28472
0.00000,particle_filter_topology_belief_mpc,3,288,0.64236,0.07639,0.01042,0.01389,0.70435,0.37692,0.12025,0.48887,0.16690,0.11095,0.40823,0.26736
0.00000,particle_filter_topology_belief_mpc,4,288,0.70486,0.07292,0.03472,0.01042,0.62385,0.49630,0.09804,0.48887,0.16690,0.12678,0.44979,0.20833
0.00000,particle_filter_topology_belief_mpc,5,288,0.70486,0.09722,0.04167,0.01042,0.63478,0.48951,0.09655,0.48887,0.16690,0.15913,0.41864,0.22917
0.00000,particle_filter_topology_belief_mpc,6,288,0.70139,0.07292,0.03819,0.01389,0.65041,0.43262,0.17007,0.48887,0.16690,0.13631,0.43208,0.21528
0.00000,particle_filter_topology_belief_mpc,7,288,0.66667,0.08333,0.02778,0.02778,0.60987,0.48872,0.14194,0.48887,0.16690,0.14233,0.38778,0.25000
0.00000,particle_filter_topology_belief_mpc,8,288,0.65278,0.07639,0.02778,0.01389,0.67249,0.42105,0.12258,0.48887,0.16690,0.12338,0.39694,0.25347
0.00000,particle_filter_topology_belief_mpc,9,288,0.67014,0.07639,0.02431,0.02778,0.63111,0.45802,0.14650,0.48887,0.16690,0.12631,0.40156,0.25694
0.00000,proposed_topology_change_detector_v4,0,288,0.71528,0.04861,0.00694,0.01736,0.68670,0.40741,0.11765,0.44327,0.14815,0.07912,0.52145,0.20486
0.00000,proposed_topology_change_detector_v4,1,288,0.77431,0.03472,0.01389,0.01389,0.73606,0.35714,0.11940,0.44327,0.14815,0.07417,0.58989,0.14583
0.00000,proposed_topology_change_detector_v4,2,288,0.76736,0.04514,0.00694,0.03472,0.70046,0.39200,0.09816,0.44327,0.14815,0.09167,0.55985,0.17014
0.00000,proposed_topology_change_detector_v4,3,288,0.73611,0.02778,0.00694,0.01389,0.73171,0.35714,0.10811,0.44327,0.14815,0.05807,0.56697,0.17361
0.00000,proposed_topology_change_detector_v4,4,288,0.75347,0.03472,0.02083,0.02083,0.65728,0.41176,0.14201,0.44327,0.14815,0.07679,0.54808,0.15972
0.00000,proposed_topology_change_detector_v4,5,288,0.76042,0.02778,0.01389,0.00694,0.68880,0.41135,0.11565,0.44327,0.14815,0.06383,0.58926,0.17361
0.00000,proposed_topology_change_detector_v4,6,288,0.76736,0.03819,0.02083,0.00694,0.70916,0.39041,0.11268,0.44327,0.14815,0.07537,0.57825,0.14931
0.00000,proposed_topology_change_detector_v4,7,288,0.72917,0.03472,0.02083,0.00694,0.72428,0.36691,0.10738,0.44327,0.14815,0.07156,0.54336,0.18750
0.00000,proposed_topology_change_detector_v4,8,288,0.74306,0.03125,0.02083,0.01389,0.67521,0.42754,0.11333,0.44327,0.14815,0.07365,0.55263,0.16319
0.00000,proposed_topology_change_detector_v4,9,288,0.73611,0.04861,0.02431,0.00694,0.70722,0.39610,0.11940,0.44327,0.14815,0.08804,0.53277,0.19097
0.00000,risk_aware_robust_replanner,0,288,0.57292,0.19444,0.05556,0.02431,0.45249,0.67320,0.13333,0.49847,0.18390,0.28094,0.15228,0.34722
0.00000,risk_aware_robust_replanner,1,288,0.58333,0.15972,0.03819,0.01389,0.50000,0.61538,0.12658,0.49847,0.18390,0.24172,0.22707,0.33681
0.00000,risk_aware_robust_replanner,2,288,0.57639,0.15278,0.05903,0.01389,0.45631,0.65942,0.14000,0.49847,0.18390,0.23494,0.20006,0.36111
0.00000,risk_aware_robust_replanner,3,288,0.54167,0.19097,0.04167,0.04167,0.38614,0.71533,0.17219,0.49847,0.18390,0.28620,0.11846,0.36806
0.00000,risk_aware_robust_replanner,4,288,0.55556,0.18750,0.05208,0.04861,0.43925,0.69079,0.11029,0.49847,0.18390,0.29676,0.12221,0.35764
0.00000,risk_aware_robust_replanner,5,288,0.64236,0.16319,0.02083,0.03472,0.41667,0.68531,0.19310,0.49847,0.18390,0.24605,0.27763,0.29167
0.00000,risk_aware_robust_replanner,6,288,0.59722,0.17708,0.06250,0.04514,0.41206,0.70714,0.12162,0.49847,0.18390,0.28604,0.16252,0.31944
0.00000,risk_aware_robust_replanner,7,288,0.59722,0.17361,0.03125,0.02431,0.49524,0.62044,0.13907,0.49847,0.18390,0.24651,0.22489,0.31944
0.00000,risk_aware_robust_replanner,8,288,0.60069,0.15972,0.06944,0.01736,0.43478,0.69466,0.08280,0.49847,0.18390,0.25757,0.20610,0.30556
0.00000,risk_aware_robust_replanner,9,288,0.59028,0.19444,0.02083,0.02431,0.40426,0.71642,0.10390,0.49847,0.18390,0.25507,0.21429,0.33681
0.00000,risk_calibrated_topology_belief_v5,0,288,0.80208,0.01389,0.02083,0.01389,0.78182,0.35338,0.00645,0.36987,0.15720,0.04790,0.64352,0.11806
0.00000,risk_calibrated_topology_belief_v5,1,288,0.81597,0.00694,0.01389,0.01042,0.76395,0.37324,0.01370,0.36987,0.15720,0.04239,0.67571,0.10417
0.00000,risk_calibrated_topology_belief_v5,2,288,0.85764,0.01042,0.01042,0.00694,0.82028,0.27049,0.03614,0.36987,0.15720,0.03737,0.71956,0.07986
0.00000,risk_calibrated_topology_belief_v5,3,288,0.85417,0.01042,0.00000,0.00694,0.81301,0.30070,0.02069,0.36987,0.15720,0.02929,0.73098,0.05556
0.00000,risk_calibrated_topology_belief_v5,4,288,0.86111,0.01042,0.00694,0.00347,0.84898,0.25714,0.00676,0.36987,0.15720,0.03210,0.73414,0.05208
0.00000,risk_calibrated_topology_belief_v5,5,288,0.81944,0.01389,0.01736,0.01389,0.82969,0.28571,0.00645,0.36987,0.15720,0.05047,0.66522,0.11458
0.00000,risk_calibrated_topology_belief_v5,6,288,0.82986,0.01736,0.01389,0.00694,0.79825,0.31579,0.02581,0.36987,0.15720,0.04779,0.68210,0.08681
0.00000,risk_calibrated_topology_belief_v5,7,288,0.84028,0.01042,0.00694,0.00347,0.78733,0.35075,0.00000,0.36987,0.15720,0.02989,0.71394,0.07639
0.00000,risk_calibrated_topology_belief_v5,8,288,0.83681,0.03125,0.00694,0.01389,0.75889,0.38065,0.01504,0.36987,0.15720,0.06115,0.67848,0.06944
0.00000,risk_calibrated_topology_belief_v5,9,288,0.78819,0.01736,0.00347,0.00347,0.79835,0.32639,0.01389,0.36987,0.15720,0.03568,0.65835,0.13889
0.00000,topological_slam_tamp,0,288,0.64236,0.11806,0.06250,0.00347,0.64730,0.40000,0.20886,0.51867,0.15460,0.20640,0.30682,0.27778
0.00000,topological_slam_tamp,1,288,0.63542,0.12153,0.04861,0.01042,0.61538,0.48936,0.14286,0.51867,0.15460,0.20367,0.31415,0.28472
0.00000,topological_slam_tamp,2,288,0.60417,0.15278,0.03472,0.02431,0.58654,0.51200,0.13497,0.51867,0.15460,0.21739,0.25537,0.33333
0.00000,topological_slam_tamp,3,288,0.61806,0.10417,0.03472,0.01042,0.60426,0.47407,0.18954,0.51867,0.15460,0.17542,0.32564,0.29167
0.00000,topological_slam_tamp,4,288,0.65278,0.14583,0.05903,0.01042,0.51256,0.56780,0.17647,0.51867,0.15460,0.22882,0.28978,0.26042
0.00000,topological_slam_tamp,5,288,0.62153,0.08681,0.04861,0.02083,0.59574,0.51049,0.15172,0.51867,0.15460,0.18184,0.32169,0.31250
0.00000,topological_slam_tamp,6,288,0.65625,0.15972,0.04514,0.01042,0.66667,0.40769,0.15190,0.51867,0.15460,0.23393,0.30116,0.26042
0.00000,topological_slam_tamp,7,288,0.68403,0.10417,0.04861,0.00694,0.65198,0.43511,0.14013,0.51867,0.15460,0.18671,0.38228,0.23264
0.00000,topological_slam_tamp,8,288,0.63889,0.14931,0.05556,0.02431,0.52444,0.56934,0.19205,0.51867,0.15460,0.24179,0.26297,0.26736
0.00000,topological_slam_tamp,9,288,0.67361,0.12153,0.06250,0.02778,0.59592,0.50676,0.17143,0.51867,0.15460,0.22681,0.31488,0.25347
0.11000,active_view_topology_probe,0,288,0.70833,0.07986,0.01389,0.00694,0.70130,0.39098,0.10968,0.44080,0.25223,0.11275,0.44844,0.18750
0.11000,active_view_topology_probe,1,288,0.70139,0.09722,0.02083,0.00347,0.69804,0.38621,0.14685,0.44080,0.25223,0.13455,0.41747,0.19792
0.11000,active_view_topology_probe,2,288,0.70833,0.08681,0.01736,0.00694,0.70916,0.37324,0.13699,0.44080,0.25223,0.12213,0.43563,0.19792
0.11000,active_view_topology_probe,3,288,0.75347,0.07639,0.02083,0.01389,0.69434,0.40645,0.13534,0.44080,0.25223,0.12673,0.48028,0.16319
0.11000,active_view_topology_probe,4,288,0.68750,0.06944,0.01389,0.01042,0.70000,0.38926,0.14388,0.44080,0.25223,0.10807,0.43198,0.22222
0.11000,active_view_topology_probe,5,288,0.70833,0.07986,0.04514,0.01042,0.74046,0.33562,0.13380,0.44080,0.25223,0.14250,0.40448,0.19444
0.11000,active_view_topology_probe,6,288,0.71181,0.07639,0.02778,0.01389,0.72510,0.36806,0.11111,0.44080,0.25223,0.12546,0.43119,0.19097
0.11000,active_view_topology_probe,7,288,0.68056,0.07986,0.02778,0.00694,0.71486,0.39456,0.09220,0.44080,0.25223,0.12280,0.40580,0.22222
0.11000,active_view_topology_probe,8,288,0.76736,0.06597,0.00694,0.01042,0.71937,0.36806,0.12500,0.44080,0.25223,0.10116,0.52508,0.13194
0.11000,active_view_topology_probe,9,288,0.67361,0.10417,0.04514,0.01042,0.68273,0.43333,0.10145,0.44080,0.25223,0.16044,0.34980,0.25347
0.11000,conformal_topology_risk_filter,0,288,0.53819,0.18403,0.05208,0.02083,0.52427,0.59398,0.12258,0.57240,0.20091,0.27774,0.11948,0.35764
0.11000,conformal_topology_risk_filter,1,288,0.54167,0.20833,0.06597,0.02778,0.52968,0.62338,0.05224,0.57240,0.20091,0.29334,0.08271,0.35764
0.11000,conformal_topology_risk_filter,2,288,0.56250,0.19097,0.04167,0.01736,0.50505,0.61538,0.11392,0.57240,0.20091,0.26961,0.15448,0.34375
0.11000,conformal_topology_risk_filter,3,288,0.58333,0.21528,0.04167,0.02778,0.48780,0.65278,0.07639,0.57240,0.20091,0.29421,0.14566,0.33333
0.11000,conformal_topology_risk_filter,4,288,0.60764,0.20486,0.07639,0.02431,0.46729,0.65753,0.12676,0.57240,0.20091,0.30866,0.13573,0.30208
0.11000,conformal_topology_risk_filter,5,288,0.55208,0.22569,0.04514,0.03125,0.39130,0.73134,0.09091,0.57240,0.20091,0.31092,0.09466,0.35069
0.11000,conformal_topology_risk_filter,6,288,0.58681,0.20833,0.04514,0.01389,0.50732,0.62857,0.08784,0.57240,0.20091,0.27853,0.16472,0.31597
0.11000,conformal_topology_risk_filter,7,288,0.53472,0.16667,0.06944,0.01389,0.48113,0.66225,0.07299,0.57240,0.20091,0.26496,0.12372,0.36806
0.11000,conformal_topology_risk_filter,8,288,0.60764,0.17361,0.08681,0.03819,0.51452,0.62195,0.12097,0.57240,0.20091,0.29203,0.13969,0.29167
0.11000,conformal_topology_risk_filter,9,288,0.56250,0.15278,0.05556,0.01736,0.48673,0.64286,0.12687,0.57240,0.20091,0.24864,0.17403,0.36458
0.11000,dynamic_scene_graph_transformer_proxy,0,288,0.63194,0.15972,0.05903,0.02083,0.53043,0.57639,0.17361,0.55860,0.15969,0.25834,0.24121,0.26389
0.11000,dynamic_scene_graph_transformer_proxy,1,288,0.59028,0.14931,0.05903,0.02083,0.55556,0.53642,0.22628,0.55860,0.15969,0.25813,0.20569,0.30903
0.11000,dynamic_scene_graph_transformer_proxy,2,288,0.64583,0.15972,0.05903,0.01736,0.56452,0.53333,0.20290,0.55860,0.15969,0.26340,0.25687,0.26042
0.11000,dynamic_scene_graph_transformer_proxy,3,288,0.62153,0.14236,0.08333,0.02778,0.52941,0.58824,0.16296,0.55860,0.15969,0.26440,0.21149,0.29514
0.11000,dynamic_scene_graph_transformer_proxy,4,288,0.61111,0.13889,0.06944,0.02083,0.56098,0.53691,0.20144,0.55860,0.15969,0.24083,0.22527,0.29861
0.11000,dynamic_scene_graph_transformer_proxy,5,288,0.56250,0.17361,0.07292,0.02778,0.53719,0.56667,0.19565,0.55860,0.15969,0.28861,0.13267,0.34028
0.11000,dynamic_scene_graph_transformer_proxy,6,288,0.61111,0.17361,0.05556,0.03125,0.51351,0.61224,0.12766,0.55860,0.15969,0.28073,0.20496,0.29167
0.11000,dynamic_scene_graph_transformer_proxy,7,288,0.64236,0.13889,0.07639,0.01736,0.58369,0.50000,0.19079,0.55860,0.15969,0.25163,0.25086,0.26042
0.11000,dynamic_scene_graph_transformer_proxy,8,288,0.58681,0.16319,0.08333,0.01389,0.52402,0.57447,0.19048,0.55860,0.15969,0.26878,0.16781,0.31250
0.11000,dynamic_scene_graph_transformer_proxy,9,288,0.63542,0.15972,0.05208,0.02778,0.50442,0.60417,0.17361,0.55860,0.15969,0.24910,0.24607,0.29167
0.11000,neural_tamp_replanner,0,288,0.64931,0.12847,0.03125,0.02083,0.51046,0.60645,0.17293,0.52800,0.16923,0.20369,0.32428,0.24653
0.11000,neural_tamp_replanner,1,288,0.63194,0.14583,0.06944,0.02083,0.58537,0.48571,0.22973,0.52800,0.16923,0.23359,0.23580,0.26736
0.11000,neural_tamp_replanner,2,288,0.69444,0.13542,0.04514,0.02778,0.52846,0.57792,0.20149,0.52800,0.16923,0.22769,0.33566,0.21181
0.11000,neural_tamp_replanner,3,288,0.63194,0.14931,0.05208,0.01042,0.54709,0.56115,0.15436,0.52800,0.16923,0.21995,0.27202,0.28472
0.11000,neural_tamp_replanner,4,288,0.63542,0.12500,0.04861,0.02431,0.54464,0.55797,0.16667,0.52800,0.16923,0.21395,0.28709,0.27431
0.11000,neural_tamp_replanner,5,288,0.69792,0.14236,0.03819,0.02431,0.61176,0.48684,0.18382,0.52800,0.16923,0.22109,0.34612,0.20486
0.11000,neural_tamp_replanner,6,288,0.64583,0.11806,0.05208,0.00694,0.51724,0.59459,0.17143,0.52800,0.16923,0.19835,0.31862,0.25694
0.11000,neural_tamp_replanner,7,288,0.70486,0.11806,0.03125,0.01389,0.62162,0.47328,0.14013,0.52800,0.16923,0.18417,0.39764,0.19792
0.11000,neural_tamp_replanner,8,288,0.66319,0.14583,0.03819,0.02083,0.58730,0.53165,0.15385,0.52800,0.16923,0.23108,0.31487,0.23611
0.11000,neural_tamp_replanner,9,288,0.67708,0.16667,0.02778,0.01042,0.58373,0.50806,0.14634,0.52800,0.16923,0.22030,0.33042,0.25000
0.11000,oracle_topology_planner,0,288,0.89583,0.00347,0.01389,0.00000,0.90141,0.17419,0.00752,0.35400,0.17077,0.02473,0.76718,0.00000
0.11000,oracle_topology_planner,1,288,0.89931,0.01389,0.00694,0.01042,0.87823,0.21711,0.00000,0.35400,0.17077,0.03394,0.75912,0.00000
0.11000,oracle_topology_planner,2,288,0.90625,0.01736,0.00000,0.01042,0.85818,0.23871,0.01504,0.35400,0.17077,0.03427,0.77020,0.00000
0.11000,oracle_topology_planner,3,288,0.91667,0.01042,0.00694,0.00347,0.85385,0.25000,0.00714,0.35400,0.17077,0.03134,0.78645,0.00000
0.11000,oracle_topology_planner,4,288,0.90972,0.00000,0.00694,0.01736,0.86260,0.21528,0.03472,0.35400,0.17077,0.03087,0.77231,0.00000
0.11000,oracle_topology_planner,5,288,0.90278,0.02083,0.00000,0.00694,0.87160,0.22222,0.00694,0.35400,0.17077,0.03397,0.76770,0.00000
0.11000,oracle_topology_planner,6,288,0.90278,0.02083,0.01042,0.00000,0.86038,0.24503,0.00000,0.35400,0.17077,0.04086,0.76259,0.00000
0.11000,oracle_topology_planner,7,288,0.90278,0.01389,0.00347,0.00000,0.88809,0.19079,0.01471,0.35400,0.17077,0.02759,0.77662,0.00000
0.11000,oracle_topology_planner,8,288,0.89931,0.01389,0.00347,0.00000,0.85259,0.24648,0.01370,0.35400,0.17077,0.02841,0.77315,0.00000
0.11000,oracle_topology_planner,9,288,0.92708,0.00694,0.00694,0.00347,0.85171,0.24832,0.01439,0.35400,0.17077,0.02850,0.79954,0.00000
0.11000,particle_filter_topology_belief_mpc,0,288,0.69792,0.11806,0.05208,0.01389,0.62500,0.46970,0.14103,0.52940,0.17755,0.18975,0.36133,0.19792
0.11000,particle_filter_topology_belief_mpc,1,288,0.64583,0.13542,0.03819,0.01389,0.63320,0.48101,0.14615,0.52940,0.17755,0.19634,0.31199,0.25347
0.11000,particle_filter_topology_belief_mpc,2,288,0.65278,0.11111,0.05556,0.02083,0.67234,0.42336,0.12583,0.52940,0.17755,0.17865,0.31303,0.25347
0.11000,particle_filter_topology_belief_mpc,3,288,0.73264,0.10417,0.03125,0.01389,0.62979,0.45588,0.16447,0.52940,0.17755,0.16391,0.43341,0.18403
0.11000,particle_filter_topology_belief_mpc,4,288,0.63194,0.09028,0.05208,0.01736,0.59836,0.47101,0.22000,0.52940,0.17755,0.16655,0.31123,0.27778
0.11000,particle_filter_topology_belief_mpc,5,288,0.65278,0.12153,0.03819,0.00694,0.65918,0.44304,0.16154,0.52940,0.17755,0.17742,0.33817,0.25000
0.11000,particle_filter_topology_belief_mpc,6,288,0.67708,0.12500,0.01042,0.00000,0.69466,0.38514,0.16429,0.52940,0.17755,0.15455,0.39994,0.22569
0.11000,particle_filter_topology_belief_mpc,7,288,0.69792,0.12500,0.02778,0.01736,0.68966,0.43396,0.09302,0.52940,0.17755,0.17270,0.38772,0.20486
0.11000,particle_filter_topology_belief_mpc,8,288,0.70486,0.10417,0.04167,0.01389,0.63710,0.46980,0.14388,0.52940,0.17755,0.16931,0.39574,0.19444
0.11000,particle_filter_topology_belief_mpc,9,288,0.65625,0.08681,0.04514,0.01389,0.56589,0.55758,0.16260,0.52940,0.17755,0.16445,0.35928,0.27083
0.11000,proposed_topology_change_detector_v4,0,288,0.71528,0.05556,0.02083,0.01389,0.67729,0.39716,0.17007,0.48380,0.15959,0.10060,0.48755,0.18056
0.11000,proposed_topology_change_detector_v4,1,288,0.74306,0.06250,0.02431,0.00347,0.67704,0.41216,0.15714,0.48380,0.15959,0.10284,0.51720,0.15625
0.11000,proposed_topology_change_detector_v4,2,288,0.73611,0.06250,0.01389,0.01736,0.66667,0.42000,0.17391,0.48380,0.15959,0.09972,0.50745,0.17014
0.11000,proposed_topology_change_detector_v4,3,288,0.69792,0.09375,0.04167,0.00000,0.69106,0.41781,0.10563,0.48380,0.15959,0.13538,0.42870,0.21875
0.11000,proposed_topology_change_detector_v4,4,288,0.71875,0.09028,0.03472,0.00694,0.69804,0.37762,0.15862,0.48380,0.15959,0.13766,0.44922,0.19097
0.11000,proposed_topology_change_detector_v4,5,288,0.77431,0.06597,0.01042,0.02431,0.67729,0.44444,0.09630,0.48380,0.15959,0.11221,0.54627,0.12847
0.11000,proposed_topology_change_detector_v4,6,288,0.72917,0.08333,0.03125,0.01389,0.67939,0.42581,0.13534,0.48380,0.15959,0.13702,0.46640,0.17361
